Ticket;Nombre comun;Fecha;evento;Ciudad;Vereda;Arboles;Hectareas
2558;Quiebrabarrigo, Cedro, Guayacan Amarillo, Matarratón, Cambulo, Caoba, Arboloco, Bucaro, Acacia, Carbonero, Gualanday, Samán, Chirlobirlo, Nogal Cafetero;04/22/2022 12:00:00 AM;Siembra en placa huella Granja Escuela Buena Vista;Angostura;Mata Blanco;460;0.92
1092;Guayacán Amarillo;8/08/2021 0:00;Obligación Contractual;Angostura;Pajarito Arriba;17;0.034
476;Aguacatillo;08/27/2020 12:00:00 AM;Sembraton;Angostura;Tenche Viejo;3;0.006
125;Guadua, Guayabo Comun, Acacia Rosada, Gualanday;08/28/2020 12:00:00 AM;Sembraton en la vereda Tenche viejo;Angostura;Tenche Viejo;1100;2.2
485;Nogal Cafetero;08/27/2020 12:00:00 AM;Sembraton;Angostura;Tenche Viejo;3;0.006
285;Aguacatillo;08/28/2020 12:00:00 AM;Sembraton municipio de Angostura;Angostura;Tenche Viejo;3;0.006
480;Nogal Cafetero;09/22/2020 12:00:00 AM;Jornada de sembraton programa Bio+;Anorí;Cabecera Municipal;4;0.008
366;Guayacan Rosado, Guayacán de Manizalez;12/07/2020 0:00;Siembra convenio 040-COV2010-159 de 2020;Anorí;Cabecera Municipal;83;0.166
1062;Moringa Forestal, Doncel, Guayacán Amarillo, Quiebrabarrigo, Arrayán, Matarratón, Jagua, Mamoncillo, Tachuelo 2, Almendro, velero, Ceiba Bonga, Pero de agua, Clavellino, Arrayan Eugenio, Acacia Roja, Alcaparro Criollo, azuceno, Ébano, Guamo Liso, grosello, Vara blanca, Carbonero, Chachafruto, Samán;07/21/2021 12:00:00 AM;Actividad sembraton en el municipio de Anorí;Anorí;Cabecera Municipal;1000;2
482;Palma Macana;11/06/2020 0:00;Jornada de sembraton cada uno un árbol;Anorí;Cabecera Municipal;2;0.004
1054;Quiebrabarrigo, Guayacan Amarillo, Matarratón, Vara blanca, Arrayán blanco, azuceno, Ébano, Eugenio, grosello, ARDISIA, velero, Almendro, Tachuelo, Jagua, Poma rosa, Ceiba Bonga, Chocho, Clavellino, Acacia Roja, Guamo Liso, Mamoncillo, Mamoncillo, Carbonero, Chachafruto, Samán;07/21/2021 12:00:00 AM;Obligacion Contractual;Anorí;Cabecera Municipal;1000;2
289;Palma Macana;11/06/2020 0:00;Cada uno un árbol;Anorí;Cabecera Municipal;2;0.004
288;Arboloco;09/22/2020 12:00:00 AM;Sembraton;Anorí;Cabecera Municipal;4;0.008
195;Abutilon Rojo;10/25/2020 12:00:00 AM;Siembra Greenknow;Anorí;El Limón;19;0.038
1419;Guayacan, Matarratón, Guayabo Alma negra, Hamelia coralito, Hayuelo Verde, Higueron, Jazmin de Noche, laurel, Magnolio, Mantequillo, meliosma, Mortiño, Navajuelo, Olleto, Pechuga de Gallina, Pestaña de Mula, Pino Romeron;09/15/2021 12:00:00 AM;Siembra por compensacion - Pavimentación vía Anorí - El Limon;Anorí;El Retiro;3567;7.134
1420;Quiebrabarrigo, Suribio, Sarro, Sauco de Monte, yarumo, Abutilon, Camaron, Kalanchoe, Uva de monte, Verbena, Gardenia, Hortensia, Silbo, Roble;10/11/2021 0:00;Siembra por compensacion - Pavimentación vía Anorí - El Limon;Anorí;El Retiro;2926;5.852
1417;Cajeto, Cedro, Arrayán N, Aguadulce, Almendro, Amarrabollos, Arrayán, Arrayan Rojo, Barcino, Cariseco, Caunce, Chaparro, Chiriguaco, Chocho, Culefierro, Duraznillo, Espadero, Cordoncillo, Drago, Chachafruto, Algarrobo, Chagualo, Aguacatillo;7/03/2021 0:00;Siembra por compensacion - Pavimentación vía Anorí - El Limon;Anorí;El Retiro;2785;5.57
1418;Florentino, Fruta de pava, grosello, Guayabo, Guamo;08/25/2021 12:00:00 AM;Siembra por compensacion - Pavimentación vía Anorí - El Limon;Anorí;El Retiro;2022;4.044
1055;Chocho, Nispero, Cheflera, Chachafruto;12/28/2020 12:00:00 AM;sembraton;Anorí;La Fatima;30;0.06
1339;Guyacan, Bucaros, suribios;11/22/2021 12:00:00 AM;Sembraton;Anorí;La Meseta;150;0.3
842;Carbonero, Gualanday, Aliso, Nogal Cafetero;12/19/2020 12:00:00 AM;Obligación Contractual;Anorí;La Soledad;150;0.3
1264;Quiebrabarrigo;10/12/2021 0:00;Gran Sembratón Cada uno, un árbol;Anorí;La Soledad;3000;6
1317;Quimulá, Nadador, Gallinazo, Drago, Aguacatillo, Roble;10/12/2021 0:00;SEMBRATON 12 DE OCTUBRE;Anorí;La Soledad;3000;6
1340;Algarrobo, nazareno, almendro;11/17/2021 12:00:00 AM;Siembra;Anorí;Leveria;100;0.2
1338;Samán;11/18/2021 12:00:00 AM;Sembraton;Anorí;Madreseca;150;0.3
1655;Guayacan de Manizales;06/25/2021 12:00:00 AM;siembra Obligacion Mineros Aluvial S.A.S;Anorí;Providencia;9910;19.82
2374;Cendro Montaña, Laurel Comino, Laurel Amarillo, laurel, Cedro rosado;07/26/2021 12:00:00 AM;Siembra;Anorí;Roble Arriba;540;1.08
2396;Quiebrabarrigo, Suribio, Guamo Machete, Ceiba Bonga;04/20/2022 12:00:00 AM;Sembratón árboles convenio 040-COV2109-96 Y árboles por usuario beneficiado.;Anorí;San Juan;459;0.918
428;Guayacán Amarillo, Guamo Machete, Cheflera Pategallina, Mataratón, Gallinazo, nacedero, Pino Colombiano Romeron, ceiba, uña de gato, Arrayan Eugenio, Guadua, Chachafruto, Chagualo, Roble;10/01/2020 0:00;040-COV2009-144  Junta de Acción Comunal Vereda Villa Fátima y Anorí;Anorí;Santa Gertrudis;1650;3.3
1416;Cedro, Arrayán N, Aguadulce, Amarrabollos, Anón, Arboloco, Arrayán L, Cariseco, Chiriguaco, Chaparro, Escobo, Espadero, Fruta de pava, Guayacán, Mantequillo, Higuerón, Mestizo, Niguito, olivo de cera, Pestaña de Mula, Quiebra barrigo, Palma, Pino romerón, Poma rosa, Riñón, Sauco de Monte, siete cueros, Navajuelo, Carate, Cordoncillo, Guamo, Drago, Chachafruto, Aguacatillo, Roble;6/01/2021 0:00;Siembra por compensacion - Pavimentación vía Anorí - El Limon;Anorí;Santa Gertrudis;6088;12.176
1854;Guayacán rosado, Cedro, Casco de Vaca, Caoba, Cámbulo, Carbonero, Nogal Cafetero;11/09/2021 0:00;Obligación Contractual;Anorí;Expansion Urbana;70;0.14
137;Guayacán Amarillo, Piñón de Oreja, Cedro Amarillo, Guanábano, Nogal Cafetero;09/14/2020 12:00:00 AM;Sembratón día de La Paz;Santa Fe de Antioquia;Cabecera Municipal;200;0.4
1048;Guayacán Amarillo, Cedro Negro, Noro;11/29/2020 12:00:00 AM;Sembratón;Santa Fe de Antioquia;Cabecera Municipal;30;0.06
53;Guayacán Amarillo, Quiebrabarrigo, Piñón de Oreja, Tamarindo, Mamoncillo, Guacimo, Chachafruto, Algarrobo;03/19/2020 12:00:00 AM;Sembratón;Santa Fe de Antioquia;Cabecera Municipal;420;0.84
904;totumo, Guayabo Comun;04/22/2021 12:00:00 AM;Sembratòn SENA Ocidente Antioqueño;Santa Fe de Antioquia;Cabecera Municipal;11;0.022
54;Guayacán Amarillo, Quiebrabarrigo, Guacimo, Mamoncillo, Flor de Jamaica, Mandarino, Mango;07/23/2020 12:00:00 AM;Recolección de residuos y reforestación en el Parque del Amor;Santa Fe de Antioquia;Cabecera Municipal;12;0.024
65;Guayacán Amarillo, Quiebrabarrigo, Piñón de Oreja, Guacimo, Mamoncillo, Tamarindo, Algarrobo;03/17/2020 12:00:00 AM;Reforestación;Santa Fe de Antioquia;Cabecera Municipal;500;1
178;Guanábano, Guayacán Amarillo, Nogal Cafetero;10/04/2020 0:00;Jornada Reforestación Cativo;Santa Fe de Antioquia;Cativo;100;0.2
2345;Chimbimbo;11/19/2021 12:00:00 AM;SEMBRATON APOYO;Santa Fe de Antioquia;Chaparral;3000;6
2344;Varasanta;10/15/2021 12:00:00 AM;SEMBRATON APOYO;Santa Fe de Antioquia;Chaparral;1000;2
1836;Quiebrabarrigo, Cedro, Cámbulo, Sietecueros, Nogal Cafetero;10/12/2021 0:00;Obligación Contractual;Santa Fe de Antioquia;Coloradas;250;0.5
1311;Guayacán Amarillo, Quiebrabarrigo, Arrayán, Guayacán de Manizalez, Uvito de monte, Yarumo Blanco, Guayacan Polvillo;11/13/2021 12:00:00 AM;Obligación Contractual;Santa Fe de Antioquia;Coloradas;2000;4
1309;Pomo, Cedro Rojo, Guayacán de Manizalez, Guacimo, Chumbimbo, Árbol del pan, nacedero, Varasanta;10/12/2021 0:00;Gran Sembratón Cada uno, un árbol;Santa Fe de Antioquia;Coloradas;1000;2
2454;Matarratón, Algarrobo, Nogal Cafetero;04/20/2022 12:00:00 AM;Jornada de sembraton en la vereda Cordillera, Santa Fe de Antioquia;Santa Fe de Antioquia;Cordillera;50;0.1
905;Guayacan Rosado, Suribio, Cedro Amarillo, Árbol del pan, NEEM, Algarrobo;04/30/2021 12:00:00 AM;Jornada de Sembratón Vereda Cordillera;Santa Fe de Antioquia;Cordillera;100;0.2
932;Cedro de Altura, Laurel Casmin, Nogal Cafetero;11/10/2020 0:00;Siembra convenio 040-COV2010- 199;Santa Fe de Antioquia;El Churimbo;22;0.044
162;Ébano, Pechendé o Suribio, Guayacán Amarillo, Guadua;09/28/2020 12:00:00 AM;Estrategia Yo Cuido Mi Cuenta;Santa Fe de Antioquia;El Filo;400;0.8
907;Guayacan Rosado, Quiebrabarrigo, Yarumo Blanco, NEEM, Ébano;5/10/2021 0:00;Jornada de Sembratón El Pescado;Santa Fe de Antioquia;El Pescado;400;0.8
185;Guayacán Amarillo, Suribio, Guadua;10/20/2020 12:00:00 AM;Yo Cuido Mi Cuenca;Santa Fe de Antioquia;El Pescado;605;1.21
418;Guayacán, Suribio, Evano.;10/19/2020 12:00:00 AM;Sembratón Por La Vida;Santa Fe de Antioquia;El Pescado;39;0.078
282;Suribio, Ébano;11/03/2020 0:00;Yo Cuido Mi Cuenca;Santa Fe de Antioquia;Fatima;600;1.2
1549;Quiebrabarrigo, Guayacan Amarillo, Guayacán de Manizalez, Guayacan Polvillo, Yarumo Negro, Chagualo;11/29/2021 12:00:00 AM;Obligación Contractual;Santa Fe de Antioquia;La Aldea;200;0.4
1184;Cedro Rojo, Ceiba Verde Bonga, Guanabano;09/30/2021 12:00:00 AM;Obligación Contractual;Santa Fe de Antioquia;La Aldea;80;0.16
906;Guayacan Rosado, Piñón de Oreja, Ceiba Verde Bonga, Clavellino, Algarrobo;04/22/2021 12:00:00 AM;Jornada de Sembratón La Noque;Santa Fe de Antioquia;La Noque;70;0.14
909;Guayacan Rosado, Cedro Amarillo, Ceiba Verde Bonga, Yarumo Negro, Algarrobo;04/22/2021 12:00:00 AM;Siembra de Arboles, por la conservación de la afluentes hídricos;Santa Fe de Antioquia;La Noque;105;0.21
934;Cedro Macho;11/20/2020 12:00:00 AM;Siembra convenio 040-COV2010- 200;Santa Fe de Antioquia;Las Azules;5;0.01
1087;Cedro Amarillo;11/20/2020 12:00:00 AM;Siembra relacionada al convenio 040-COV2010-200;Santa Fe de Antioquia;Las Azules;604;1.208
585;Guayacán Amarillo;02/16/2021 12:00:00 AM;Un Árbol Para La Vida;Santa Fe de Antioquia;Laureles;12;0.024
546;Palma Real, Mango Común, Lengua de Suegra, Planta Coral, Palma Areca, Huevos de Toro;01/22/2021 12:00:00 AM;Obligación contratista 1 árbol x millón contratado;Santa Fe de Antioquia;Obregon;83;0.166
1016;Guayacan Amarillo, Cedro Amarillo;05/28/2021 12:00:00 AM;Sembratón;Santa Fe de Antioquia;Obregon;80;0.16
1064;Cedro Amarillo, Árbol del pan, Tamarindo, Ceiba Tronadora, Ceiba Tolua, Ceiba Bonga, Guayacan Polvillo, Chachafruto, Algarrobo;8/04/2021 0:00;Siembra relacionada al contrato No. 110-CNT2011-148;Santa Fe de Antioquia;Obregon;170;0.34
227;Ébano;11/07/2020 0:00;Cada uno un árbol;Santa Fe de Antioquia;Paso Real;7;0.014
1135;Cedro, Piñón de Oreja, Noro;05/28/2021 12:00:00 AM;Sembratón;Santa Fe de Antioquia;Paso Real;80;0.16
1014;Guayacan Amarillo, Cedro Amarillo, Algarrobo;11/26/2020 12:00:00 AM;Sembratón;Santa Fe de Antioquia;Paso Real;30;0.06
231;Suribio, Ebano;11/07/2020 0:00;Cada uno un árbol;Santa Fe de Antioquia;Paso Real;7;0.014
243;Ébano (Diospyros), Suribio (Zygia Longifolia);11/07/2020 0:00;SEMBRATON;Santa Fe de Antioquia;Paso Real;8;0.016
368;Suribio (Zygia Longifolia), Ebenopsis ebano;11/07/2020 0:00;Cada uno un árbol;Santa Fe de Antioquia;Paso Real;100;0.2
225;Ébano;11/07/2020 0:00;Cada uno un árbol;Santa Fe de Antioquia;Paso Real;8;0.016
1663;Habano, Diomato, Algarrobo;06/24/2021 12:00:00 AM;siembra Voluntaria;Santa Fe de Antioquia;Paso Real;174;0.348
1047;Guayacán Amarillo, Guayacan Rosado, Cedro Rojo, Ceiba Bonga, Ceiba Verde Bonga, Guadua;07/19/2021 12:00:00 AM;Yo Cuido Mi Cuenca;Santa Fe de Antioquia;Sabanas;300;0.6
841;Carbonero, Gualanday, Aliso, Nogal Cafetero;12/17/2020 12:00:00 AM;Obligación Contractual;Santa Fe de Antioquia;San Carlos;150;0.3
1872;Cedro, Caoba, Cámbulo, Carbonero;11/23/2021 12:00:00 AM;Obligación Contractual;Santa Fe de Antioquia;San Carlos;20;0.04
1025;Guayacán Amarillo, Guayacan Rosado, Guadua;7/07/2021 0:00;Siembra de árboles;Santa Fe de Antioquia;Tonusco Arriba;500;1
525;Guayacán Amarillo, Guayacan Rosado;01/27/2021 12:00:00 AM;Sembraton Semana Educación Ambiental;Anzá;Cabecera Municipal;50;0.1
846;camajon, Guayacan Rosado, Chocho, Tambor, Guayacan Bola, Jagua, Abarco, Inchi, Chumbimbo, Algarrobo, Samán, Nogal Cafetero;03/27/2021 12:00:00 AM;Sembraton Fundacion EPM - Corantioquia;Anzá;Cabecera Municipal;210;0.42
933;Cedro Amarillo, Yarumo Negro, Ceiba Amarilla, Nogal Cafetero;12/23/2020 12:00:00 AM;Siembra convenio 040-COV2010- 191;Anzá;El Chuscalito;12;0.024
501;Guamo Churimo;12/08/2020 0:00;reforestación;Anzá;El Pedrero;25;0.05
503;Balso;12/08/2020 0:00;sembraton;Anzá;El Pedrero;25;0.05
505;Guamo Churimo;12/08/2020 0:00;reforestación;Anzá;El Pedrero;25;0.05
443;Ceiba Bonga;12/08/2020 0:00;sembraton;Anzá;El Pedrero;25;0.05
979;Bulnesia arborea, Brownea sp, Sterculia apetalata, Cedrela sp, Caryodendron orinocense, Ormosia sp, Casearia corymbosa, Ormosia colombiana, Lecythis minor, Carapa guianensis, Guayacan Rosado, Arrayán, Chumbimbo, Tambor, Higuerón, Jagua, Pestaña de Mula, Comino Crespo, Abarco, Guayabo Comun, Laurel Medio Comino, Algarrobo, Samán, Chirlobirlo, Nogal Cafetero;03/27/2021 12:00:00 AM;Sembratón Predio Privado Finca Loco Agara (Quebrada Higuinal);Anzá;Higuina;5138;10.276
1084;Yarumo Blanco, Cedro Negro, Ceiba Bonga, Nogal Cafetero;12/23/2020 12:00:00 AM;Siembra relacionada al convenio 040-COV2010-191;Anzá;La Cejita;1339;2.678
502;totumo;11/30/2020 12:00:00 AM;sembraton;Anzá;Los Llanos;107;0.214
442;Tachuelo 2;11/30/2020 12:00:00 AM;sembraton;Anzá;Los Llanos;107;0.214
504;velero;11/30/2020 12:00:00 AM;sembraton;Anzá;Los Llanos;107;0.214
500;Guayacán Amarillo;11/30/2020 12:00:00 AM;sembraton;Anzá;Los Llanos;107;0.214
524;Guayacán Amarillo, Cedro de Altura, Sauco de Monte, Chiriguaco, Roble;10/23/2020 12:00:00 AM;SEMBRATON SANEAMIENTO HIDRICO - JAC MONTERREDONDO;Anzá;Monterredondo;125;0.25
66;Guayacán Parasiempre;6/05/2020 0:00;SEMBRATON;Anzá;Nudillo;150;0.3
522;Guayacán Amarillo, Cedro de Altura, Sauco de Monte, Chiriguaco, Roble;10/27/2020 12:00:00 AM;SEMBRATON - SANEAMIENTO HIDRICO JAC QUIUNA;Anzá;Quiuna;130;0.26
523;Guayacán Amarillo, Cedro de Altura, Chiriguaco, Sauco de Monte, Roble;09/21/2020 12:00:00 AM;SEMBRATON - SANEAMIENTO HIDRICO RURAL JAC VENDIAGUJAL;Anzá;Vendiagual;125;0.25
829;Cajeto, Guayacán rosado, Quiebrabarrigo, Carbonero, Gualanday, Aliso;12/09/2020 0:00;Obligación Contractual;Armenia;Arbolitos;150;0.3
1842;Escobo, Arrayán blanco, ARDISIA, Duraznillo, Aceite Maria, Guayabo Argelino, Navajuelo, Balso Blanco, Sauco Medicinal, Ceiba rosada, Aliso;10/02/2021 0:00;Obligación Contractual;Armenia;Expansion Urbana;207;0.414
2278;Chirlobirlo;5/07/2021 0:00;SEMBRATON APOYO;Barbosa;Cabecera Municipal;600;1.2
2280;Aguacatillo;08/13/2021 12:00:00 AM;SEMBRATON APOYO;Barbosa;Cabecera Municipal;400;0.8
2246;Candelo;10/19/2021 12:00:00 AM;restauracion ecologica;Barbosa;Cabecera Municipal;150;0.3
2283;Quimulá;09/24/2021 12:00:00 AM;SEMBRATON APOYO;Barbosa;Cabecera Municipal;1500;3
2282;Sauco de Monte;9/07/2021 0:00;SEMBRATON APOYO;Barbosa;Cabecera Municipal;940;1.88
2186;Chirlobirlo;6/11/2021 0:00;SEMBRATON APOYO;Barbosa;Cabecera Municipal;1600;3.2
2281;Roble;08/25/2021 12:00:00 AM;SEMBRATON APOYO;Barbosa;Cabecera Municipal;800;1.6
2185;Sauce;11/19/2021 12:00:00 AM;SEMBRATON APOYO;Barbosa;Cabecera Municipal;3000;6
2240;Chachafruto;10/21/2021 12:00:00 AM;SEMBRATON APOYO;Barbosa;Cabecera Municipal;700;1.4
2279;Camargo;06/17/2021 12:00:00 AM;SEMBRATON APOYO;Barbosa;Cabecera Municipal;1000;2
1848;Cedro, Arrayán Manizaleño, Cámbulo, Caoba, Pacó, Gualanday, Chirlobirlo, Nogal Cafetero;10/08/2021 0:00;Obligación Contractual;Barbosa;Altamira;60;0.12
2250;Sietecueros;05/28/2021 12:00:00 AM;restauracion ecologica;Barbosa;Altamira;800;1.6
2233;Chirlobirlo;4/04/2021 0:00;restauracion ecologica;Barbosa;Buenos Aires;1000;2
2221;Aguacatillo;5/10/2021 0:00;restauracion ecologica;Barbosa;Buenos Aires;380;0.76
2215;Sietecueros;4/02/2021 0:00;restauracion ecologica;Barbosa;Buenos Aires;1000;2
2239;Candelo;5/11/2021 0:00;restauracion ecologica;Barbosa;Buenos Aires;380;0.76
435;Guayacan Rosado, Acacia Roja, Carbonero;12/19/2020 12:00:00 AM;siembra Simbolica;Barbosa;Buga;54;0.108
545;Quimulá, Guayacán Amarillo, Quiebrabarrigo, Arrayán, Palma Payanesa, Pino Colombiano Romeron, Arrayan Eugenio, Nadador, Espadero, Mantequillo, Alcaparro Enano, Cheflera Mano de Oso, Camargo, Chagualo, Chirlobirlo, Aguacatillo;8/10/2020 0:00;Convenio 040-COV2007-56;Barbosa;Buga;500;1
436;Guayacan Rosado, Acacia Roja, Carbonero;12/19/2020 12:00:00 AM;siembra simbolica;Barbosa;Buga;18;0.036
437;Guayacan Rosado, Acacia Roja, Carbonero;12/19/2020 12:00:00 AM;Simebra simbolica;Barbosa;Buga;18;0.036
2251;Niguito;6/05/2021 0:00;restauracion ecologica;Barbosa;Cestillal;1600;3.2
2199;Guayacán de Manizalez, Sietecueros, Nadador, Chirlobirlo, Aguacatillo;04/22/2021 12:00:00 AM;restauracion ecologica;Barbosa;Cestillal;57420;114.84
2261;Niguito;09/14/2021 12:00:00 AM;restauracion ecologica;Barbosa;Cestillal;30;0.06
2205;Niguito;6/10/2021 0:00;restauracion ecologica;Barbosa;Chapa Alta;480;0.96
2211;Niguito;09/22/2021 12:00:00 AM;restauracion ecologica;Barbosa;Chapa Alta;825;1.65
2258;Chaparro;08/20/2021 12:00:00 AM;restauracion ecologica;Barbosa;Chorrera;350;0.7
2255;Algarrobillo;8/11/2021 0:00;restauracion ecologica;Barbosa;Chorrera;60;0.12
2263;Chirlobirlo;09/16/2021 12:00:00 AM;restauracion ecologica;Barbosa;Chorrera;15;0.03
2264;Aguacatillo;09/17/2021 12:00:00 AM;restauracion ecologica;Barbosa;Chorrera;20;0.04
2202;Arrayán;05/17/2021 12:00:00 AM;restauracion ecologica;Barbosa;Dos Quebradas;468;0.936
1413;Guayacán Amarillo, Guayacan Rosado, Cedro, Piñón de Oreja, Guayacán de Manizalez, Guayacan Polvillo, EUCALIPTO, Aguacate, Limoncillo, Roble;07/30/2021 12:00:00 AM;Obligación Contractual;Barbosa;El Hatillo;60;0.12
2254;Aguacatillo;8/05/2021 0:00;restauracion ecologica;Barbosa;El Paraiso;500;1
2223;Amarraboyo;5/10/2021 0:00;restauracion ecologica;Barbosa;Tablazo;415;0.83
2242;Arrayán;5/12/2021 0:00;restauracion ecologica;Barbosa;Tablazo;415;0.83
1330;Quimulá, Arrayán, Guayacán de Manizalez, Pino Colombiano Romeron;11/17/2021 12:00:00 AM;SEMBRATON;Barbosa;El Viento;1000;2
2225;Candelo;05/25/2021 12:00:00 AM;restauracion ecologica;Barbosa;Graciano;2150;4.3
2244;Niguito;05/26/2021 12:00:00 AM;restauracion ecologica;Barbosa;Graciano;2150;4.3
1571;Quimulá, Guayacan Amarillo, Chirlobirlo;9/08/2021 0:00;Compensación por obligaciones del convenio 040-COV2108-75. Estudio Tablemac;Barbosa;Isaza;70;0.14
1552;Quimulá, Eugenio, Guayacan Polvillo, Ceiba de Tierra Fria;10/10/2021 0:00;Obligación Contractual;Barbosa;Isaza;60;0.12
2259;Niguito;08/31/2021 12:00:00 AM;restauracion ecologica;Barbosa;Isaza;150;0.3
2229;Chirlobirlo;08/16/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Calda;200;0.4
2210;Chirlobirlo;9/08/2021 0:00;restauracion ecologica;Barbosa;La Cejita;710;1.42
2260;Sietecueros;9/01/2021 0:00;restauracion ecologica;Barbosa;La Cejita;1200;2.4
2203;Candelo;05/18/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Cejita;420;0.84
1133;Quimulá, Guayacán de Manizalez, Alcaparro Gigante, Chirlobirlo, Roble;09/15/2021 12:00:00 AM;Enriquecimiento del bosque y protección de la microcuenca El Olivar;Barbosa;La Cejita;1200;2.4
2228;Arrayán;08/17/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Chapa Baja;185;0.37
526;Cedro de Altura, Alcaparro Enano, Guamo Churimo, Carate Negro, Amarrabollo Real, Arrayan de Hoja Ancha, Pino Colombiano Romeron, Drago, Aliso, Chirlobirlo, Aguacatillo, Roble;12/28/2020 12:00:00 AM;33GAA7 Codigo actividad MPEMCO;Barbosa;La Ese;761;1.522
462;Cedro Rojo, Guayacán de Manizalez, Carate Negro, Pino Colombiano Romeron, Alcaparro Enano, Navajuelo, Escobo 1, Guasco, Amarraboyo, Guamo Liso, Arrayan Eugenio, Arrayan de Hoja Ancha, Limoncillo, Drago, Aliso, Chirlobirlo, Aguacatillo, Roble;12/28/2020 12:00:00 AM;33GAA7 Codigo Actividad: MPEMCO;Barbosa;La Ese;1486;2.972
2266;Amarraboyo;10/01/2021 0:00;restauracion ecologica;Barbosa;La Herradura;50;0.1
2248;Chaparro;11/15/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Herradura;19800;39.6
127;arbol loco, Quimulá, Guayacán Amarillo, Arrayán, Guayacán de Manizalez, Navajuelo, Ojo de Pava, Sauco de Monte, Espadero, Chirlobirlo;08/31/2020 12:00:00 AM;Gran Siembra Bosque de Vida;Barbosa;La Herradura;200;0.4
2200;Algarrobillo;04/29/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Herradura;600;1.2
340;SURIBIOS, ORQUIDEA CASCO DE VACA, PINO VELA, Guayacan Rosado, Arizá, Gualanday;11/07/2020 0:00;Obligación Contractual;Barbosa;Las Lajas;10;0.02
2207;Chaparro;08/15/2021 12:00:00 AM;restauracion ecologica;Barbosa;Las Lajas;80;0.16
120;Guayacan Rosado, Suribio, acacias, Algarrobillo;08/20/2020 12:00:00 AM;simbra la lajas;Barbosa;Las Lajas;148;0.296
114;Guayacan Rosado, Suribio, acacias, Algarrobillo;08/20/2020 12:00:00 AM;siembra las lajas;Barbosa;Las Lajas;152;0.304
112;Guayacan Rosado, Suribio, Acacia, Algarrobillo;08/20/2020 12:00:00 AM;siembra la lajas;Barbosa;Las Lajas;152;0.304
891;SURIBIOS, Guayacan Rosado, Pino Colombiano Romeron, Arizá, Gualanday;11/07/2020 0:00;Cada uno un árbol;Barbosa;Las Lajas;33;0.066
2265;Algarrobillo;10/01/2021 0:00;restauracion ecologica;Barbosa;La Playa;180;0.36
2227;Niguito;06/14/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Playa;650;1.3
2232;Sietecueros;03/30/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Playa;450;0.9
2234;Arrayán;4/08/2021 0:00;restauracion ecologica;Barbosa;La Playa;710;1.42
2262;Sietecueros;09/14/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Playa;60;0.12
2216;Chirlobirlo;4/07/2021 0:00;restauracion ecologica;Barbosa;La Playa;710;1.42
2213;Chaparro;03/29/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Playa;450;0.9
2231;Arrayán;09/18/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Tolda;440;0.88
2222;Algarrobillo, Niguito, Chagualo;5/10/2021 0:00;restauracion ecologica;Barbosa;La Tolda;2784;5.568
2243;Chaparro;05/22/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Tolda;160;0.32
2245;Amarraboyo;09/19/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Tolda;410;0.82
2220;Chagualo;5/09/2021 0:00;restauracion ecologica;Barbosa;La Tolda;1000;2
2230;Niguito;09/17/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Tolda;45;0.09
2212;Arrayán;03/28/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Tolda;60;0.12
2204;Chagualo;6/06/2021 0:00;restauracion ecologica;Barbosa;La Tolda;30;0.06
2209;Sietecueros;9/01/2021 0:00;restauracion ecologica;Barbosa;La Tolda;320;0.64
2224;Arrayán;05/21/2021 12:00:00 AM;restauracion ecologica;Barbosa;La Tolda;140;0.28
